"Title","Description","RdstaPath","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RdstaClass","DispatchClass","Tag"
"chuang2012_CLL_rankData","ranked expression matrix bulk expression data of CLL samples from GSE39671","leukemiaAtlas/chuang2012_CLL_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE39671","GSE39671_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"chuang2012_CLL_colData","per-sample metadata bulk expression data of CLL samples from GSE39671","leukemiaAtlas/chuang2012_CLL_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE39671","GSE39671_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"chuang2015_AML_rankData","ranked expression matrix bulk expression data of AML samples from GSE71014","leukemiaAtlas/chuang2015_AML_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE71014","GSE71014_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"chuang2015_AML_colData","per-sample metadata bulk expression data of AML samples from GSE71014","leukemiaAtlas/chuang2015_AML_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE71014","GSE71014_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"clelland2013_healthy_rankData","ranked expression matrix bulk expression data of healthy samples from GSE46449","leukemiaAtlas/clelland2013_healthy_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE46449","GSE46449_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"clelland2013_healthy_colData","per-sample metadata bulk expression data of healthy samples from GSE46449","leukemiaAtlas/clelland2013_healthy_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE46449","GSE46449_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"cramer2013_CML_rankData","ranked expression matrix bulk expression data of CML samples from GSE47927","leukemiaAtlas/cramer2013_CML_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE47927","GSE47927_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"cramer2013_CML_colData","per-sample metadata bulk expression data of CML samples from GSE47927","leukemiaAtlas/cramer2013_CML_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE47927","GSE47927_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"de2010_AML_rankData","ranked expression matrix bulk expression data of AML samples from GSE22056","leukemiaAtlas/de2010_AML_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE22056","GSE22056_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"de2010_AML_colData","per-sample metadata bulk expression data of AML samples from GSE22056","leukemiaAtlas/de2010_AML_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE22056","GSE22056_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"grossmann2012_ALL_rankData","ranked expression matrix bulk expression data of ALL samples from GSE30599","leukemiaAtlas/grossmann2012_ALL_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE30599","GSE30599_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"grossmann2012_ALL_colData","per-sample metadata bulk expression data of ALL samples from GSE30599","leukemiaAtlas/grossmann2012_ALL_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE30599","GSE30599_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"herold2011_CLL_rankData","ranked expression matrix bulk expression data of CLL samples from GSE22762","leukemiaAtlas/herold2011_CLL_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE22762","GSE22762_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"herold2011_CLL_colData","per-sample metadata bulk expression data of CLL samples from GSE22762","leukemiaAtlas/herold2011_CLL_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE22762","GSE22762_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"hogan2011_ALL_rankData","ranked expression matrix bulk expression data of ALL samples from GSE28460","leukemiaAtlas/hogan2011_ALL_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE28460","GSE28460_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"hogan2011_ALL_colData","per-sample metadata bulk expression data of ALL samples from GSE28460","leukemiaAtlas/hogan2011_ALL_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE28460","GSE28460_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"huang2010_healthy_rankData","ranked expression matrix bulk expression data of healthy samples from GSE15932","leukemiaAtlas/huang2010_healthy_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE15932","GSE15932_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"huang2010_healthy_colData","per-sample metadata bulk expression data of healthy samples from GSE15932","leukemiaAtlas/huang2010_healthy_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE15932","GSE15932_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"karlovich2009_healthy_rankData","ranked expression matrix bulk expression data of healthy samples from GSE16028","leukemiaAtlas/huang2010_healthy_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE16028","GSE16028_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"karlovich2009_healthy_colData","per-sample metadata bulk expression data of healthy samples from GSE16028","leukemiaAtlas/huang2010_healthy_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE16028","GSE16028_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"klein2009_AML_rankData","ranked expression matrix bulk expression data of AML samples from GSE15434","leukemiaAtlas/klein2009_AML_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE15434","GSE15434_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"klein2009_AML_colData","per-sample metadata bulk expression data of AML samples from GSE15434","leukemiaAtlas/klein2009_AML_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE15434","GSE15434_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"kohlmann2008_all_rankData","ranked expression matrix bulk expression data of leukemia samples (AML, ALL, CML, CLL) from GSE13159","leukemiaAtlas/kohlmann2008_all_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE13159","GSE13159_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"kohlmann2008_all_colData","per-sample metadata bulk expression data of leukemia samples (AML, ALL, CML, CLL) from GSE13159","leukemiaAtlas/kohlmann2008_all_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE13159","GSE13159_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"kong2012_healthy_rankData","ranked expression matrix bulk expression data of healthy samples from GSE18123","leukemiaAtlas/kong2012_healthy_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE18123","GSE18123_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"kong2012_healthy_colData","per-sample metadata bulk expression data of healthy samples from GSE18123","leukemiaAtlas/kong2012_healthy_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE18123","GSE18123_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"krug2009_healthy_rankData","ranked expression matrix bulk expression data of healthy samples from GSE17114","leukemiaAtlas/krug2009_healthy_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE17114","GSE17114_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"krug2009_healthy_colData","per-sample metadata bulk expression data of healthy samples from GSE17114","leukemiaAtlas/krug2009_healthy_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE17114","GSE17114_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"lauwerys2013_healthy_rankData","ranked expression matrix bulk expression data of healthy samples from GSE39088","leukemiaAtlas/lauwerys2013_healthy_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE39088","GSE39088_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"lauwerys2013_healthy_colData","per-sample metadata bulk expression data of healthy samples from GSE39088","leukemiaAtlas/lauwerys2013_healthy_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE39088","GSE39088_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"leday2018_healthy_rankData","ranked expression matrix bulk expression data of healthy samples from GSE98793","leukemiaAtlas/leday2018_healthy_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE98793","GSE98793_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"leday2018_healthy_colData","per-sample metadata bulk expression data of healthy samples from GSE98793","leukemiaAtlas/leday2018_healthy_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE98793","GSE98793_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"mcweeney2010_CML_rankData","ranked expression matrix bulk expression data of CML samples from GSE14671","leukemiaAtlas/mcweeney2010_CML_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE14671","GSE14671_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"mcweeney2010_CML_colData","per-sample metadata bulk expression data of CML samples from GSE14671","leukemiaAtlas/mcweeney2010_CML_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE14671","GSE14671_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"medyouf2011_ALL_rankData","ranked expression matrix bulk expression data of ALL samples from GSE29959","leukemiaAtlas/mcweeney2010_CML_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE29959","GSE29959_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"medyouf2011_ALL_colData","per-sample metadata bulk expression data of ALL samples from GSE29959","leukemiaAtlas/mcweeney2010_CML_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE29959","GSE29959_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"ng2016_AML_rankData","ranked expression matrix bulk expression data of AML samples from GSE76008","leukemiaAtlas/ng2016_AML_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE76008","GSE76008_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"ng2016_AML_colData","per-sample metadata bulk expression data of AML samples from GSE76008","leukemiaAtlas/ng2016_AML_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE76008","GSE76008_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"rosell2011_healthy_rankData","ranked expression matrix bulk expression data of healthy samples from GSE25414","leukemiaAtlas/rosell2011_healthy_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE25414","GSE25414_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"rosell2011_healthy_colData","per-sample metadata bulk expression data of healthy samples from GSE25414","leukemiaAtlas/rosell2011_healthy_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE25414","GSE25414_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"shamir2017_healthy_rankData","ranked expression matrix bulk expression data of healthy samples from GSE99039","leukemiaAtlas/shamir2017_healthy_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE99039","GSE99039_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"shamir2017_healthy_colData","per-sample metadata bulk expression data of healthy samples from GSE99039","leukemiaAtlas/shamir2017_healthy_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE99039","GSE99039_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"sharma2009_healthy_rankData","ranked expression matrix bulk expression data of healthy samples from GSE18781","leukemiaAtlas/sharma2009_healthy_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE18781","GSE18781_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"sharma2009_healthy_colData","per-sample metadata bulk expression data of healthy samples from GSE18781","leukemiaAtlas/sharma2009_healthy_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE18781","GSE18781_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"staal2010_ALL_rankData","ranked expression matrix bulk expression data of ALL samples from GSE18497","leukemiaAtlas/staal2010_ALL_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE18497","GSE18497_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"staal2010_ALL_colData","per-sample metadata bulk expression data of ALL samples from GSE18497","leukemiaAtlas/staal2010_ALL_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE18497","GSE18497_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"tasaki2017_healthy_rankData","ranked expression matrix bulk expression data of healthy samples from GSE84844","leukemiaAtlas/tasaki2017_healthy_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE84844","GSE84844_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"tasaki2017_healthy_colData","per-sample metadata bulk expression data of healthy samples from GSE84844","leukemiaAtlas/tasaki2017_healthy_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE84844","GSE84844_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"tasaki2018_healthy_rankData","ranked expression matrix bulk expression data of healthy samples from GSE93272","leukemiaAtlas/tasaki2018_healthy_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE93272","GSE93272_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"tasaki2018_healthy_colData","per-sample metadata bulk expression data of healthy samples from GSE93272","leukemiaAtlas/tasaki2018_healthy_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE93272","GSE93272_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"tyner2018_AML_rankData","ranked expression matrix bulk expression data of AML samples from BEAT2.0","leukemiaAtlas/tyner2018_AML_/rankData.rds","3.18","hg38","TAR","https://biodev.github.io/BeatAML2/","2.0","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"tyner2018_AML_colData","per-sample metadata bulk expression data of AML samples from BEAT2.0","leukemiaAtlas/tyner2018_AML_/colData.rds","3.18","hg38","TAR","https://biodev.github.io/BeatAML2/","2.0","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"van2019_AML_sc_countData","count expression matrix single cell expression data of AML samples from GSE116256","leukemiaAtlas/van2019_AML_sc/countData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE116256","2.0","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","countData"
"van2019_AML_sc_colData","per-cell metadata single cell expression data of AML samples from GSE116256","leukemiaAtlas/van2019_AML_sc/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE116256","2.0","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"verhaak2009_AML_rankData","ranked expression matrix bulk expression data of AML samples from GSE6891","leukemiaAtlas/verhaak2009_AML_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE6891","GSE6891_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"verhaak2009_AML_colData","per-sample metadata bulk expression data of AML samples from GSE6891","leukemiaAtlas/verhaak2009_AML_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE6891","GSE6891_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"warren2009_healthy_rankData","ranked expression matrix bulk expression data of healthy samples from GSE11375","leukemiaAtlas/warren2009_healthy_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE11375","GSE11375_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"warren2009_healthy_colData","per-sample metadata bulk expression data of healthy samples from GSE11375","leukemiaAtlas/warren2009_healthy_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE11375","GSE11375_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
"xiao2011_healthy_rankData","ranked expression matrix bulk expression data of healthy samples from GSE36809","leukemiaAtlas/xiao2011_healthy_/rankData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse36809","GSE36809_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","rankData"
"xiao2011_healthy_colData","per-sample metadata bulk expression data of healthy samples from GSE36809","leukemiaAtlas/xiao2011_healthy_/colData.rds","3.18","hg38","TAR","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse36809","GSE36809_RAW.tar","Homo sapiens","9606",NA,"GEO","Yi-Wen Hsiao <y.w.hsiao9419@gmail.com>","DataFrame","Rds","colData"
